Row.names	x	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant
486	XLOC_011490	Bra024031,Bra024032	EUCA	pk	OK	2.01329	6.32826	1.65225	0.717557	5e-04	0.00668875	yes
487	XLOC_011506	Bra024000,Bra024001,Bra024002	EUCA	pk	OK	16.104	8.56473	-0.910935	-0.786807	5e-05	0.00105935	yes
488	XLOC_011517	Bra023978	EUCA	pk	OK	31.4505	12.7243	-1.3055	-0.949063	0.00015	0.00261531	yes
489	XLOC_011521	Bra023970	EUCA	pk	OK	47.4639	16.9615	-1.48457	-0.853975	0.0018	0.0169595	yes
490	XLOC_011528	Bra023954,Bra023955	EUCA	pk	OK	12.0563	5.80429	-1.0546	-0.755215	0.00165	0.015985	yes
491	XLOC_011626	Bra017697	EUCA	pk	OK	4.31005	16.4558	1.93282	1.41093	5e-05	0.00105935	yes
492	XLOC_011633	Bra017712	EUCA	pk	OK	2.18164	5.61287	1.36333	0.835537	0.00095	0.0107259	yes
493	XLOC_011636	Bra017722	EUCA	pk	OK	2.71332	5.40909	0.995328	0.634985	0.00315	0.0255855	yes
494	XLOC_011653	Bra017753	EUCA	pk	OK	22.2957	10.125	-1.13884	-0.798499	0.00075	0.00904593	yes
495	XLOC_011723	Bra017887,Bra017888,Bra017889	EUCA	pk	OK	5.51062	11.2209	1.0259	0.602988	0.00485	0.0346186	yes
496	XLOC_011733	Bra005667,Bra005668	EUCA	pk	OK	4.93067	14.4381	1.55002	1.04829	5e-05	0.00105935	yes
497	XLOC_011736	Bra005675,Bra005676	EUCA	pk	OK	2.81308	5.18982	0.883532	0.544579	0.00235	0.0205015	yes
498	XLOC_011738	Bra005682,Bra005683,Bra005684	EUCA	pk	OK	15.0555	7.66867	-0.973246	-0.601155	0.00205	0.0186707	yes
499	XLOC_011759	Bra005735,Bra005736	EUCA	pk	OK	9.4459	30.2473	1.67905	1.0908	5e-05	0.00105935	yes
500	XLOC_011768	Bra005756,Bra005758,Bra005759	EUCA	pk	OK	7.35915	23.5554	1.67845	1.07973	1e-04	0.00189479	yes
501	XLOC_011773	Bra005769,Bra005770	EUCA	pk	OK	8.26206	15.7346	0.929362	0.722468	0.0024	0.0208017	yes
502	XLOC_011777	Bra005775	EUCA	pk	OK	0.96201	5.59906	2.54106	1.2727	5e-05	0.00105935	yes
503	XLOC_011783	Bra005784	EUCA	pk	OK	3.93558	31.35	2.99382	1.13352	5e-05	0.00105935	yes
504	XLOC_011817	Bra005861,Bra005862,Bra005863,Bra005864,Bra005865,Bra005866,Bra005868	EUCA	pk	OK	33.7042	72.6188	1.10741	0.643261	0.00045	0.00617811	yes
505	XLOC_011820	Bra005874,Bra005875	EUCA	pk	OK	3.28051	6.49356	0.985088	0.69814	0.0049	0.0348306	yes
506	XLOC_011846	Bra005933	EUCA	pk	OK	11.6053	20.9212	0.850185	0.768259	0.00045	0.00617811	yes
507	XLOC_011847	Bra005936	EUCA	pk	OK	5.67142	0.115846	-5.61343	-0.519117	5e-05	0.00105935	yes
508	XLOC_011855	Bra005951,Bra005952	EUCA	pk	OK	2.58649	4.60549	0.832363	0.59213	7e-04	0.00858071	yes
509	XLOC_011858	Bra005958,Bra005959,Bra005960,Bra005961	EUCA	pk	OK	3.53081	6.36501	0.850164	0.564047	0.00225	0.0198744	yes
510	XLOC_011886	Bra006029	EUCA	pk	OK	76.9612	35.5591	-1.11391	-1.02641	5e-05	0.00105935	yes
511	XLOC_011936	Bra006138	EUCA	pk	OK	865.857	76.026	-3.50956	-11.4037	0.003	0.0246336	yes
512	XLOC_011971	Bra006220,Bra006221	EUCA	pk	OK	26.224	7.66658	-1.77423	-0.64458	0.0027	0.0228095	yes
513	XLOC_011976	Bra006227	EUCA	pk	OK	33.4739	3.57963	-3.22516	-0.434446	0.0068	0.0441798	yes
514	XLOC_012027	Bra006347	EUCA	pk	OK	5.06522	13.663	1.43158	0.789992	0.00015	0.00261531	yes
515	XLOC_012033	Bra006363,Bra006364,Bra006365	EUCA	pk	OK	17.0902	11.287	-0.598506	-0.419381	0.00385	0.0297237	yes
516	XLOC_012058	Bra006419,Bra006420	EUCA	pk	OK	2.68449	6.04839	1.1719	0.820339	5e-05	0.00105935	yes
517	XLOC_012060	Bra006423,Bra006424,Bra006426	EUCA	pk	OK	2.145	12.1378	2.50045	1.17766	5e-05	0.00105935	yes
518	XLOC_012108	Bra006535	EUCA	pk	OK	5.31035	0.904224	-2.55405	-1.13426	0.00055	0.00719733	yes
519	XLOC_012113	Bra006551	EUCA	pk	OK	9.21916	3.90686	-1.23862	-0.800285	0.00045	0.00617811	yes
520	XLOC_012124	Bra006573	EUCA	pk	OK	6.30358	48.3109	2.9381	1.84042	0.00455	0.0330867	yes
521	XLOC_012134	Bra006597,Bra006598	EUCA	pk	OK	40.6047	21.176	-0.939214	-0.85772	5e-05	0.00105935	yes
522	XLOC_012197	Bra006721	EUCA	pk	OK	50.8994	7.20507	-2.82056	-0.976358	0.0062	0.0418195	yes
523	XLOC_012227	Bra006782,Bra006783	EUCA	pk	OK	9.89451	20.3599	1.04103	0.811824	2e-04	0.00326884	yes
524	XLOC_012231	Bra006794	EUCA	pk	OK	6.56935	1.40233	-2.22793	-0.456502	5e-05	0.00105935	yes
525	XLOC_012258	Bra006850	EUCA	pk	OK	2.69543	6.5434	1.27952	0.72822	0.003	0.0246336	yes
526	XLOC_012269	Bra006869	EUCA	pk	OK	19.8742	3.56681	-2.4782	-2.9945	0.00155	0.0153252	yes
527	XLOC_012341	Bra029057,Bra029058	EUCA	pk	OK	7.11166	2.54222	-1.4841	-0.586144	0.0068	0.0441798	yes
528	XLOC_012348	Bra029071	EUCA	pk	OK	5.56299	9.69204	0.800939	0.651788	0.0036	0.028229	yes
529	XLOC_012351	Bra029086,Bra029087	EUCA	pk	OK	1.65594	14.4542	3.12577	1.57561	5e-05	0.00105935	yes
530	XLOC_012372	Bra029133,Bra029135	EUCA	pk	OK	2.2049	11.3271	2.361	1.07302	1e-04	0.00189479	yes
531	XLOC_012374	Bra029140	EUCA	pk	OK	83.4775	38.9892	-1.09831	-0.896901	9e-04	0.0103165	yes
532	XLOC_012384	Bra029159	EUCA	pk	OK	2.89054	5.93017	1.03673	0.816699	0.001	0.0110821	yes
533	XLOC_012401	Bra022748,Bra022749	EUCA	pk	OK	19.8088	11.3445	-0.804148	-0.650163	0.00445	0.0325367	yes
534	XLOC_012428	Bra022802,Bra022803	EUCA	pk	OK	9.6835	16.4598	0.765348	0.639037	0.0041	0.0308605	yes
535	XLOC_012438	Bra022819	EUCA	pk	OK	14.4562	24.8576	0.781999	0.725119	0.00095	0.0107259	yes
536	XLOC_012448	Bra022839	EUCA	pk	OK	5.64174	12.3849	1.13437	0.762055	5e-04	0.00668875	yes
537	XLOC_012450	Bra022841,Bra022842	EUCA	pk	OK	10.5529	5.68958	-0.891251	-0.645937	0.00105	0.0115193	yes
538	XLOC_012466	Bra022878	EUCA	pk	OK	12.9566	28.4514	1.13481	0.651817	0.0023	0.0201531	yes
539	XLOC_012468	Bra022879,Bra022880	EUCA	pk	OK	2.41419	6.27082	1.37711	0.798717	5e-05	0.00105935	yes
540	XLOC_012474	Bra022889	EUCA	pk	OK	8.4033	2.86509	-1.55238	-0.924312	0.00095	0.0107259	yes
541	XLOC_012475	Bra022892	EUCA	pk	OK	18.6975	9.971	-0.907034	-0.794016	0.00015	0.00261531	yes
542	XLOC_012477	Bra022895	EUCA	pk	OK	60.6727	23.5066	-1.36798	-0.907858	5e-05	0.00105935	yes
543	XLOC_012488	Bra022926	EUCA	pk	OK	6.72506	3.54299	-0.924579	-0.581483	0.0078	0.0486003	yes
544	XLOC_012544	Bra023051	EUCA	pk	OK	2.82534	8.99421	1.67057	1.03859	5e-05	0.00105935	yes
545	XLOC_012569	Bra023099	EUCA	pk	OK	6.85928	1.72071	-1.99505	-0.891508	0.00045	0.00617811	yes
546	XLOC_012572	Bra023102	EUCA	pk	OK	52.3952	161.675	1.62559	1.36242	5e-05	0.00105935	yes
547	XLOC_012592	Bra000032,Bra000033	EUCA	pk	OK	13.2437	1.75736	-2.91383	-1.34564	5e-05	0.00105935	yes
548	XLOC_012602	Bra000054	EUCA	pk	OK	18.9097	0.603551	-4.9695	-1.76678	5e-05	0.00105935	yes
549	XLOC_012619	Bra000089,Bra000090	EUCA	pk	OK	16.0809	28.1706	0.808841	0.604526	0.00195	0.0180751	yes
550	XLOC_012632	Bra000117,Bra000118	EUCA	pk	OK	28.9757	15.7138	-0.882813	-0.741536	4e-04	0.00564653	yes
551	XLOC_012667	Bra000189	EUCA	pk	OK	2.94279	9.30047	1.66012	0.994876	5e-05	0.00105935	yes
552	XLOC_012690	Bra000234	EUCA	pk	OK	78.7653	41.6847	-0.918042	-0.786159	6e-04	0.00767604	yes
553	XLOC_012695	Bra000242	EUCA	pk	OK	59.8732	37.6529	-0.669148	-0.625906	0.0022	0.0195913	yes
554	XLOC_012710	Bra000268	EUCA	pk	OK	164.458	94.1158	-0.805206	-0.780802	0.001	0.0110821	yes
555	XLOC_012727	Bra000299	EUCA	pk	OK	5.32949	2.53585	-1.07153	-0.577059	0.00025	0.00388519	yes
556	XLOC_012761	Bra000367,Bra000368	EUCA	pk	OK	65.9283	37.8222	-0.801663	-1.19238	0.00475	0.0341892	yes
557	XLOC_012767	Bra000378	EUCA	pk	OK	12.0064	5.84228	-1.0392	-0.826937	0.00025	0.00388519	yes
558	XLOC_012774	Bra000393	EUCA	pk	OK	6.19019	1.01639	-2.60653	-1.11811	5e-05	0.00105935	yes
559	XLOC_012790	Bra000421	EUCA	pk	OK	6.61	1.92759	-1.77785	-1.01438	0.00085	0.00986575	yes
560	XLOC_012816	NA	EUCA	pk	OK	48.2993	0.433182	-6.80088	-2.11542	0.00045	0.00617811	yes
561	XLOC_012821	Bra000483	EUCA	pk	OK	156.962	89.9135	-0.803805	-0.631524	0.00295	0.0244234	yes
562	XLOC_012823	Bra000485	EUCA	pk	OK	4.88789	1.79679	-1.44379	-0.735339	0.00065	0.00818496	yes
563	XLOC_012899	Bra000663	EUCA	pk	OK	570.18	323.345	-0.818345	-0.702144	0.0018	0.0169595	yes
564	XLOC_012924	Bra000711	EUCA	pk	OK	41.466	20.5169	-1.01512	-0.948651	5e-05	0.00105935	yes
565	XLOC_012929	Bra000722	EUCA	pk	OK	72.1907	2.87459	-4.65038	-2.31409	1e-04	0.00189479	yes
566	XLOC_012946	Bra000757,Bra000758	EUCA	pk	OK	221.893	144.301	-0.620789	-0.665174	0.00625	0.0420388	yes
567	XLOC_012989	Bra000840	EUCA	pk	OK	56.0181	220.812	1.97886	1.11783	5e-05	0.00105935	yes
568	XLOC_012999	Bra000848	EUCA	pk	OK	280.515	35.429	-2.98508	-2.2018	5e-05	0.00105935	yes
569	XLOC_013008	Bra000863	EUCA	pk	OK	38.0031	21.8008	-0.801738	-0.73408	9e-04	0.0103165	yes
570	XLOC_013062	Bra000996	EUCA	pk	OK	14.3617	6.90694	-1.05611	-0.922085	5e-05	0.00105935	yes
571	XLOC_013074	Bra001028	EUCA	pk	OK	3.55975	10.8754	1.61122	0.867327	5e-05	0.00105935	yes
572	XLOC_013077	Bra001034	EUCA	pk	OK	9.87438	15.7433	0.672974	0.65285	0.0071	0.045465	yes
573	XLOC_013081	Bra001049,Bra001050	EUCA	pk	OK	20.4289	47.6859	1.22295	0.988375	5e-05	0.00105935	yes
574	XLOC_013085	Bra001061,Bra001062,Bra001063,Bra001064	EUCA	pk	OK	20.2839	10.8064	-0.908448	-0.725578	0.0012	0.012701	yes
575	XLOC_013135	Bra001175,Bra001176	EUCA	pk	OK	10.8427	18.2355	0.750025	0.633248	0.0066	0.043373	yes
576	XLOC_013175	Bra001244,Bra001245	EUCA	pk	OK	1.86174	5.87952	1.65905	1.04816	5e-05	0.00105935	yes
577	XLOC_013180	Bra001253	EUCA	pk	OK	3.93109	14.9963	1.93161	1.31281	5e-05	0.00105935	yes
578	XLOC_013183	Bra001256	EUCA	pk	OK	4.54066	9.14593	1.01023	0.747882	4e-04	0.00564653	yes
579	XLOC_013218	Bra001336	EUCA	pk	OK	14.0299	7.90098	-0.828396	-0.62416	0.0032	0.025904	yes
580	XLOC_013222	Bra001348,Bra001349	EUCA	pk	OK	7.92645	15.796	0.994809	0.721564	0.00255	0.021772	yes
581	XLOC_013225	Bra001358,Bra001359	EUCA	pk	OK	9.83507	5.48061	-0.8436	-0.664513	0.00045	0.00617811	yes
582	XLOC_013236	Bra001388,Bra001389,Bra001391	EUCA	pk	OK	22.3523	14.5858	-0.61586	-0.564536	0.00695	0.044743	yes
583	XLOC_013270	Bra001453,Bra001454,Bra001455	EUCA	pk	OK	87.5637	37.8481	-1.21011	-0.7738	0.00085	0.00986575	yes
584	XLOC_013271	Bra001457,Bra001458,Bra001487,Bra001488	EUCA	pk	OK	5.47678	13.6332	1.31572	0.21119	4e-04	0.00564653	yes
585	XLOC_013308	Bra001534,Bra001535,Bra001536,Bra001537	EUCA	pk	OK	20.1291	10.8008	-0.89814	-0.497588	0.00415	0.0311587	yes
586	XLOC_013363	Bra001661	EUCA	pk	OK	8.9472	75.7988	3.08267	1.00802	0.0036	0.028229	yes
587	XLOC_013391	Bra001718,Bra001720	EUCA	pk	OK	10.4498	4.28937	-1.28464	-0.664632	5e-05	0.00105935	yes
588	XLOC_013403	Bra001738	EUCA	pk	OK	20.4042	52.0602	1.35132	0.922611	0.00155	0.0153252	yes
589	XLOC_013417	Bra001761	EUCA	pk	OK	127.746	12.0217	-3.40957	-2.00462	5e-05	0.00105935	yes
590	XLOC_013483	Bra001886	EUCA	pk	OK	13.6532	6.31402	-1.11261	-0.742731	0.002	0.0183826	yes
591	XLOC_013498	Bra001929	EUCA	pk	OK	16.6693	8.55902	-0.961672	-0.81245	0.00125	0.0131032	yes
592	XLOC_013548	Bra013172,Bra013173	EUCA	pk	OK	121.857	67.4596	-0.853096	-0.599623	5e-05	0.00105935	yes
593	XLOC_013576	Bra013123	EUCA	pk	OK	12.6005	151.984	3.59236	1.94541	0.0047	0.0338699	yes
594	XLOC_013591	Bra013089,Bra013090	EUCA	pk	OK	86.234	25.8218	-1.73967	-3.79295	0.0048	0.0344048	yes
595	XLOC_013593	Bra013085	EUCA	pk	OK	15.3801	8.18581	-0.909863	-0.642035	0.0073	0.0463014	yes
596	XLOC_013599	Bra013069,Bra013071	EUCA	pk	OK	22.5131	10.1224	-1.15321	-0.955265	5e-05	0.00105935	yes
597	XLOC_013617	Bra013050	EUCA	pk	OK	7.74619	1.54795	-2.32312	-0.860615	0.0017	0.0163508	yes
598	XLOC_013634	Bra013007,Bra013009	EUCA	pk	OK	120.666	43.1724	-1.48283	-0.950552	0.0038	0.0294133	yes
599	XLOC_013650	Bra012981	EUCA	pk	OK	12.7614	2.27069	-2.49058	-0.923935	5e-05	0.00105935	yes
600	XLOC_013655	Bra012962,Bra012963	EUCA	pk	OK	1105.31	597.07	-0.88848	-0.647685	0.00405	0.0305224	yes
601	XLOC_013697	Bra012874,Bra012875	EUCA	pk	OK	6.41123	3.12257	-1.03787	-0.603677	0.002	0.0183826	yes
602	XLOC_013698	Bra012872	EUCA	pk	OK	8.66608	4.00589	-1.11326	-0.694941	0.0014	0.014289	yes
603	XLOC_013773	Bra012710,Bra012711	EUCA	pk	OK	19.3122	4.38287	-2.13957	-1.47547	5e-05	0.00105935	yes
604	XLOC_013869	Bra038801	EUCA	pk	OK	5.8139	12.0309	1.04917	0.646884	0.00245	0.0210679	yes
605	XLOC_013886	Bra038753	EUCA	pk	OK	6.4095	26.6279	2.05465	1.02346	0.00195	0.0180751	yes
606	XLOC_013891	Bra019409,Bra019410,Bra019412,Bra019413	EUCA	pk	OK	4.55328	7.97486	0.808555	0.523116	0.0032	0.025904	yes
607	XLOC_013892	Bra019406	EUCA	pk	OK	2.37336	10.8353	2.19073	0.811731	3e-04	0.00448246	yes
608	XLOC_013895	Bra019400	EUCA	pk	OK	1.58298	6.37635	2.01009	1.08111	5e-05	0.00105935	yes
609	XLOC_013904	Bra019383,Bra019385,Bra019386	EUCA	pk	OK	2.49021	7.21464	1.53466	0.535111	0.00135	0.0138968	yes
610	XLOC_013908	Bra019377	EUCA	pk	OK	21.2452	2.8471	-2.89957	-1.52297	3e-04	0.00448246	yes
611	XLOC_013918	Bra019354	EUCA	pk	OK	10.409	19.2353	0.885926	0.738663	8e-04	0.00949644	yes
612	XLOC_013976	Bra019214	EUCA	pk	OK	36.9371	23.1245	-0.675646	-0.655801	0.003	0.0246336	yes
613	XLOC_013978	Bra019210	EUCA	pk	OK	13.0697	54.4769	2.05941	1.6901	5e-05	0.00105935	yes
614	XLOC_014010	Bra019143,Bra019144,Bra019145	EUCA	pk	OK	34.0118	19.2152	-0.823787	-0.602451	0.00635	0.0424736	yes
615	XLOC_014021	Bra019115,Bra019120	EUCA	pk	OK	25.8106	14.6243	-0.819597	-0.67591	0.00745	0.0470293	yes
616	XLOC_014042	Bra019068,Bra019069,Bra019070	EUCA	pk	OK	34.1864	21.0721	-0.698092	-0.556167	0.00695	0.044743	yes
617	XLOC_014085	Bra024177	EUCA	pk	OK	4.19707	10.509	1.32417	0.936371	0.00515	0.0362219	yes
618	XLOC_014094	Bra024142	EUCA	pk	OK	27.499	12.2083	-1.17152	-0.729868	0.00305	0.0249419	yes
619	XLOC_014115	Bra024116	EUCA	pk	OK	28.5726	9.40407	-1.60328	-1.08396	5e-05	0.00105935	yes
620	XLOC_014126	Bra024097	EUCA	pk	OK	16.488	8.8914	-0.890931	-0.780616	2e-04	0.00326884	yes
621	XLOC_014167	Bra024020	EUCA	pk	OK	4.79544	11.2236	1.22679	0.667572	6e-04	0.00767604	yes
622	XLOC_014172	Bra024007,Bra024009	EUCA	pk	OK	13.2754	7.72656	-0.780856	-0.62469	0.0046	0.0333292	yes
623	XLOC_014200	Bra023957	EUCA	pk	OK	3.19859	6.69315	1.06525	0.580977	0.00645	0.0428324	yes
624	XLOC_014236	Bra036976,Bra036978,Bra036993	EUCA	pk	OK	11.1969	1.68171	-2.7351	-0.436195	5e-05	0.00105935	yes
625	XLOC_014248	Bra036970	EUCA	pk	OK	15.8949	9.14067	-0.798194	-0.606078	0.0036	0.028229	yes
626	XLOC_014263	Bra017639	EUCA	pk	OK	17.4534	10.4812	-0.735698	-0.631727	0.00295	0.0244234	yes
627	XLOC_014278	Bra017684	EUCA	pk	OK	11.0536	35.0242	1.66384	1.34973	5e-05	0.00105935	yes
628	XLOC_014381	Bra017872,Bra017873	EUCA	pk	OK	27.488	13.266	-1.05107	-0.722078	0.00155	0.0153252	yes
629	XLOC_014447	NA	EUCA	pk	OK	65.9215	0	-Inf	NA	5e-05	0.00105935	yes
630	XLOC_015073	Bra040427	EUCA	pk	OK	289.434	163.948	-0.819995	-0.725552	9e-04	0.0103165	yes
631	XLOC_015086	Bra014406	EUCA	pk	OK	27.9544	14.5736	-0.939718	-0.843627	5e-05	0.00105935	yes
632	XLOC_015093	Bra014420	EUCA	pk	OK	7.66806	13.8027	0.848018	0.629242	0.0067	0.0437906	yes
633	XLOC_015125	Bra014492,Bra014493,Bra014494	EUCA	pk	OK	27.4412	12.2549	-1.16299	-0.729253	0.00325	0.0262205	yes
634	XLOC_015130	Bra014504	EUCA	pk	OK	0.595086	4.7529	2.99764	0.291022	5e-05	0.00105935	yes
635	XLOC_015131	Bra014507	EUCA	pk	OK	1.84756	5.02584	1.44374	0.896522	5e-05	0.00105935	yes
636	XLOC_015135	Bra014515	EUCA	pk	OK	3.86969	12.0945	1.64406	1.04232	5e-05	0.00105935	yes
637	XLOC_015148	Bra014535	EUCA	pk	OK	13.9593	5.1193	-1.44721	-0.956273	5e-05	0.00105935	yes
638	XLOC_015157	Bra014550	EUCA	pk	OK	4.18031	12.1324	1.53719	0.963405	5e-05	0.00105935	yes
639	XLOC_015164	Bra014563	EUCA	pk	OK	7.40889	3.96818	-0.900778	-0.521422	0.00785	0.0488359	yes
640	XLOC_015190	Bra014601,Bra014602	EUCA	pk	OK	10.1326	17.8131	0.813934	0.68452	0.0016	0.0156267	yes
641	XLOC_015191	Bra014603	EUCA	pk	OK	4.43554	13.3252	1.58697	1.13297	5e-05	0.00105935	yes
642	XLOC_015231	Bra014674,Bra014675	EUCA	pk	OK	4.34222	11.1943	1.36627	0.798684	5e-04	0.00668875	yes
643	XLOC_015239	Bra014690	EUCA	pk	OK	6.24595	0.95723	-2.70598	-1.23288	5e-05	0.00105935	yes
644	XLOC_015241	Bra014692	EUCA	pk	OK	1.59325	13.0452	3.03348	1.57528	0.00025	0.00388519	yes
645	XLOC_015250	Bra014709,Bra014710	EUCA	pk	OK	5.32715	1.3049	-2.02943	-0.305363	5e-05	0.00105935	yes
646	XLOC_015323	Bra014852,Bra014853	EUCA	pk	OK	7.55181	13.2183	0.807639	0.512377	0.00125	0.0131032	yes
647	XLOC_015367	Bra019639	EUCA	pk	OK	7.10977	12.1455	0.772548	0.568508	0.00615	0.0415289	yes
648	XLOC_015374	Bra019650	EUCA	pk	OK	12.3617	3.48127	-1.82819	-0.585857	0.00315	0.0255855	yes
649	XLOC_015379	Bra033422	EUCA	pk	OK	45.6086	23.9205	-0.931056	-0.803292	0.00015	0.00261531	yes
650	XLOC_015380	Bra033424	EUCA	pk	OK	26.8277	47.0083	0.809191	0.659974	0.0071	0.045465	yes
651	XLOC_015399	Bra033467	EUCA	pk	OK	19.6414	10.3139	-0.929306	-0.737025	0.00065	0.00818496	yes
652	XLOC_015440	Bra032734,Bra032735	EUCA	pk	OK	211.332	118.364	-0.836275	-0.634137	0.00375	0.0291201	yes
653	XLOC_015461	Bra032708	EUCA	pk	OK	97.7015	47.3758	-1.04423	-1.0184	5e-05	0.00105935	yes
654	XLOC_015596	Bra025600	EUCA	pk	OK	3.91909	7.08154	0.853543	0.606634	0.0067	0.0437906	yes
655	XLOC_015630	Bra025534	EUCA	pk	OK	175.63	80.4695	-1.12603	-0.929626	5e-05	0.00105935	yes
656	XLOC_015670	Bra025462	EUCA	pk	OK	6.38485	13.8526	1.11743	0.855568	0.00095	0.0107259	yes
657	XLOC_015671	Bra025461	EUCA	pk	OK	1.81364	10.2861	2.50373	1.61158	5e-05	0.00105935	yes
658	XLOC_015696	Bra030355	EUCA	pk	OK	37.6805	18.0085	-1.06514	-0.90017	5e-05	0.00105935	yes
659	XLOC_015707	Bra030331	EUCA	pk	OK	8.10233	3.48961	-1.21527	-0.653949	0.00155	0.0153252	yes
660	XLOC_015720	Bra030292	EUCA	pk	OK	53.6564	29.0061	-0.887397	-0.740116	3e-04	0.00448246	yes
661	XLOC_015722	Bra030290	EUCA	pk	OK	9.44314	2.82023	-1.74346	-0.882847	5e-05	0.00105935	yes
662	XLOC_015742	Bra030248	EUCA	pk	OK	9.27501	17.2418	0.89449	0.729423	0.00015	0.00261531	yes
663	XLOC_015751	Bra030228	EUCA	pk	OK	28.0675	15.6696	-0.840934	-0.773206	0.00065	0.00818496	yes
664	XLOC_015756	Bra030219	EUCA	pk	OK	45.0272	25.4464	-0.823336	-0.745433	2e-04	0.00326884	yes
665	XLOC_015758	Bra030214,Bra030215	EUCA	pk	OK	9.44925	18.5294	0.971543	0.790957	0.0015	0.0149788	yes
666	XLOC_015795	Bra032138,Bra032139	EUCA	pk	OK	10.2196	1.24458	-3.0376	-1.23331	5e-05	0.00105935	yes
667	XLOC_015803	Bra032122	EUCA	pk	OK	72.3496	42.4142	-0.770438	-0.71053	3e-04	0.00448246	yes
668	XLOC_015840	Bra032038	EUCA	pk	OK	4.64745	7.68039	0.724742	0.627725	0.00635	0.0424736	yes
669	XLOC_015843	Bra032034	EUCA	pk	OK	6.57836	3.23235	-1.02514	-0.601919	0.0018	0.0169595	yes
670	XLOC_015864	Bra034277	EUCA	pk	OK	32.7303	16.3975	-0.997146	-0.716905	0.00355	0.0279647	yes
671	XLOC_015883	Bra034311,Bra034312	EUCA	pk	OK	8.70693	15.7779	0.857668	0.680996	0.00045	0.00617811	yes
672	XLOC_015910	Bra034363	EUCA	pk	OK	138.506	70.1078	-0.982304	-0.848497	5e-05	0.00105935	yes
673	XLOC_015931	Bra034399	EUCA	pk	OK	146.901	57.1367	-1.36236	-1.17139	5e-05	0.00105935	yes
674	XLOC_015938	Bra035690	EUCA	pk	OK	0.961919	14.8996	3.95321	1.13381	4e-04	0.00564653	yes
675	XLOC_015949	Bra035664	EUCA	pk	OK	1.29083	5.64683	2.12915	1.25979	5e-05	0.00105935	yes
676	XLOC_015991	Bra021632,Bra021633,Bra021634	EUCA	pk	OK	11.9276	24.8227	1.05736	0.880801	5e-05	0.00105935	yes
677	XLOC_016043	Bra021736	EUCA	pk	OK	41.3378	16.7165	-1.30618	-0.790309	0.0014	0.014289	yes
678	XLOC_016069	NA	EUCA	pk	OK	9.25609	4.097	-1.17583	-0.780826	0.0023	0.0201531	yes
679	XLOC_016071	Bra021796,Bra021797,Bra021798	EUCA	pk	OK	41.7168	17.5002	-1.25326	-0.942915	2e-04	0.00326884	yes
680	XLOC_016074	Bra021802	EUCA	pk	OK	1.54902	5.11221	1.72259	0.877327	5e-05	0.00105935	yes
681	XLOC_016100	Bra021845	EUCA	pk	OK	2.20845	4.54236	1.04041	0.739806	0.00155	0.0153252	yes
682	XLOC_016102	Bra021848	EUCA	pk	OK	2.23601	15.7034	2.81208	1.37024	5e-05	0.00105935	yes
683	XLOC_016115	Bra021870	EUCA	pk	OK	4.29503	11.988	1.48086	0.797228	2e-04	0.00326884	yes
684	XLOC_016123	Bra021880	EUCA	pk	OK	6.26763	1.11275	-2.49379	-0.893251	0.00795	0.0493048	yes
685	XLOC_016158	Bra017321	EUCA	pk	OK	30.652	15.6945	-0.965719	-0.793008	0.00165	0.015985	yes
686	XLOC_016164	Bra017307	EUCA	pk	OK	33.3329	1.02806	-5.01895	-1.18854	5e-05	0.00105935	yes
687	XLOC_016201	Bra017222	EUCA	pk	OK	354.283	214.946	-0.720931	-0.52334	0.00655	0.0431625	yes
688	XLOC_016274	Bra017070	EUCA	pk	OK	92.4126	43.9904	-1.0709	-0.735253	0.00095	0.0107259	yes
689	XLOC_016282	Bra017052	EUCA	pk	OK	15.4532	7.13378	-1.11516	-0.853305	5e-05	0.00105935	yes
690	XLOC_016288	Bra017039	EUCA	pk	OK	2.17435	5.91248	1.44318	0.914169	4e-04	0.00564653	yes
691	XLOC_016303	Bra017008	EUCA	pk	OK	9.73123	5.46491	-0.832426	-0.700364	0.00135	0.0138968	yes
692	XLOC_016350	Bra016903	EUCA	pk	OK	9.42218	17.0789	0.858086	0.797934	0.00025	0.00388519	yes
693	XLOC_016360	Bra016883	EUCA	pk	OK	3.84688	8.7761	1.18989	0.680644	0.00145	0.0146377	yes
694	XLOC_016372	Bra037744	EUCA	pk	OK	15.6393	8.93581	-0.807504	-0.609739	0.00265	0.022482	yes
695	XLOC_016383	Bra037724,Bra037725	EUCA	pk	OK	41.4841	9.81784	-2.07908	-1.58401	5e-05	0.00105935	yes
696	XLOC_016413	Bra037661	EUCA	pk	OK	24.9024	10.148	-1.29509	-1.21818	5e-05	0.00105935	yes
697	XLOC_016470	Bra039268,Bra039269	EUCA	pk	OK	12.8243	7.19844	-0.833123	-0.629625	0.00655	0.0431625	yes
698	XLOC_016540	Bra014436	EUCA	pk	OK	73.269	22.8913	-1.67841	-1.44791	5e-05	0.00105935	yes
699	XLOC_016547	Bra014448	EUCA	pk	OK	11.0648	4.3763	-1.33819	-0.854146	0.0016	0.0156267	yes
700	XLOC_016575	Bra014503,Bra014505	EUCA	pk	OK	30.8277	20.7194	-0.573249	-0.41643	0.0067	0.0437906	yes
701	XLOC_016647	Bra014656	EUCA	pk	OK	11.2509	0.438083	-4.68269	-2.47956	1e-04	0.00189479	yes
