x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9
2388.31,0,,0.1,,0.2,,0.3,0.14,0.4,0.15,0.5,0.23,0.6,,0.7,,0.8,,2388.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2388.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2388.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2388.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2388.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.14,0.8,0.16,2388.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2388.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2390.31,0,,0.1,,0.2,,0.3,0.15,0.4,0.15,0.5,0.21,0.6,,0.7,,0.8,,2390.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2390.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2390.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2390.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2390.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.15,0.8,0.17,2390.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2390.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2392.34,0,,0.1,,0.2,,0.3,0.2,0.4,0.15,0.5,0.22,0.6,,0.7,,0.8,,2392.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2392.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2392.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2392.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2392.34,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.15,0.8,0.17,2392.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2392.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2394.31,0,,0.1,,0.2,,0.3,0.18,0.4,0.14,0.5,0.21,0.6,,0.7,,0.8,,2394.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2394.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2394.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2394.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2394.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.15,0.8,0.16,2394.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2394.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2396.32,0,,0.1,,0.2,,0.3,0.15,0.4,0.16,0.5,0.21,0.6,,0.7,,0.8,,2396.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2396.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2396.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2396.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2396.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.16,0.7,0.16,0.8,0.17,2396.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2396.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2398.32,0,,0.1,,0.2,,0.3,0.15,0.4,0.13,0.5,0.24,0.6,,0.7,,0.8,,2398.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2398.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2398.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2398.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2398.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.15,0.8,0.16,2398.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2398.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2400.31,0,,0.1,,0.2,,0.3,0.13,0.4,0.14,0.5,0.19,0.6,,0.7,,0.8,,2400.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2400.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2400.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2400.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2400.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.14,0.8,0.16,2400.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2400.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2402.32,0,,0.1,,0.2,,0.3,0.17,0.4,0.15,0.5,0.22,0.6,,0.7,,0.8,,2402.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2402.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2402.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2402.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2402.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.15,0.8,0.16,2402.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2402.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2404.35,0,,0.1,,0.2,,0.3,0.19,0.4,0.14,0.5,0.2,0.6,,0.7,,0.8,,2404.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2404.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2404.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2404.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2404.35,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.15,0.8,0.17,2404.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2404.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2406.32,0,,0.1,,0.2,,0.3,0.16,0.4,0.12,0.5,0.18,0.6,,0.7,,0.8,,2406.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2406.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2406.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2406.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2406.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.16,0.7,0.14,0.8,0.15,2406.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2406.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2408.31,0,,0.1,,0.2,,0.3,0.15,0.4,0.12,0.5,0.2,0.6,,0.7,,0.8,,2408.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2408.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2408.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2408.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2408.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.16,0.7,0.14,0.8,0.15,2408.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2408.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2410.32,0,,0.1,,0.2,,0.3,0.19,0.4,0.14,0.5,0.2,0.6,,0.7,,0.8,,2410.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2410.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2410.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2410.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2410.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.16,0.8,0.16,2410.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2410.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2412.32,0,,0.1,,0.2,,0.3,0.18,0.4,0.14,0.5,0.2,0.6,,0.7,,0.8,,2412.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2412.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2412.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2412.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2412.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.24,0.8,0.14,2412.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2412.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2414.32,0,,0.1,,0.2,,0.3,0.15,0.4,0.14,0.5,0.18,0.6,,0.7,,0.8,,2414.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2414.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2414.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2414.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2414.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.27,0.8,0.15,2414.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2414.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2416.32,0,,0.1,,0.2,,0.3,0.16,0.4,0.14,0.5,0.22,0.6,,0.7,,0.8,,2416.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2416.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2416.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2416.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2416.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.26,0.8,0.17,2416.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2416.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2418.35,0,,0.1,,0.2,,0.3,0.13,0.4,0.14,0.5,0.19,0.6,,0.7,,0.8,,2418.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2418.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2418.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2418.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2418.35,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.16,0.7,0.25,0.8,0.17,2418.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2418.35,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2420.31,0,,0.1,,0.2,,0.3,0.16,0.4,0.15,0.5,0.2,0.6,,0.7,,0.8,,2420.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2420.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2420.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2420.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2420.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.27,0.8,0.15,2420.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2420.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2422.31,0,,0.1,,0.2,,0.3,0.17,0.4,0.14,0.5,0.19,0.6,,0.7,,0.8,,2422.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2422.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2422.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2422.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2422.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.16,0.7,0.26,0.8,0.14,2422.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2422.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2424.32,0,,0.1,,0.2,,0.3,0.15,0.4,0.15,0.5,0.21,0.6,,0.7,,0.8,,2424.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2424.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2424.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2424.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2424.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.22,0.8,0.16,2424.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2424.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2426.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2426.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2426.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2426.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2426.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2426.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.19,0.8,0.16,2426.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2426.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2428.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2428.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2428.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2428.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2428.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2428.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.16,0.8,0.17,2428.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2428.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2430.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2430.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2430.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2430.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2430.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2430.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.2,0.7,0.16,0.8,0.17,2430.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2430.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2432.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2432.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2432.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2432.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2432.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2432.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.24,0.7,0.15,0.8,0.16,2432.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2432.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2434.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2434.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2434.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2434.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2434.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2434.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.27,0.7,0.15,0.8,0.16,2434.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2434.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2436.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2436.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2436.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2436.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2436.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2436.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.24,0.7,0.14,0.8,0.15,2436.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2436.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2438.36,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2438.36,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2438.36,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2438.36,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2438.36,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2438.36,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.25,0.7,0.15,0.8,0.17,2438.36,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2438.36,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2440.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2440.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2440.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2440.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2440.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2440.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.21,0.7,0.14,0.8,0.17,2440.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2440.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2442.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2442.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2442.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2442.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2442.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2442.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.15,0.8,0.16,2442.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2442.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2444.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2444.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2444.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2444.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2444.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2444.34,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.16,0.7,0.14,0.8,0.16,2444.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2444.34,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2446.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2446.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2446.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2446.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2446.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2446.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.15,0.8,0.15,2446.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2446.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2448.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2448.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2448.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2448.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2448.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2448.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.18,0.7,0.15,0.8,0.15,2448.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2448.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2450.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2450.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2450.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2450.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2450.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2450.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.17,0.7,0.14,0.8,0.15,2450.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2450.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2452.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2452.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2452.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2452.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2452.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2452.31,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.19,0.7,0.14,0.8,0.16,2452.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2452.31,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
2454.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2454.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2454.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2454.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2454.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2454.32,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,0.19,0.7,0.14,0.8,0.14,2454.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,2454.32,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
