x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9
668.35,0,0.17,0.1,0.17,0.2,0.2,0.3,0.2,0.4,0.18,0.5,0.2,0.6,0.47,0.7,0.53,0.8,0.42,668.35,0,0.22,0.1,0.14,0.2,0.18,0.3,0.16,0.4,0.19,0.5,0.16,0.6,0.13,0.7,0.12,0.8,0.13,668.35,0,0.2,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.2,0.7,0.21,0.8,0.2,668.35,0,0.2,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.2,0.7,0.21,0.8,0.2,668.35,0,0.2,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.2,0.7,0.21,0.8,0.2,668.35,0,0.2,0.1,0.2,0.2,0.15,0.3,0.18,0.4,0.17,0.5,0.15,0.6,0.2,0.7,0.27,0.8,0.28,668.35,0,0.16,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.13,0.6,0.19,0.7,0.18,0.8,0.16,668.35,0,0.16,0.1,0.16,0.2,0.17,0.3,0.14,0.4,0.15,0.5,0.18,0.6,0.18,0.7,0.15,0.8,0.16
670.31,0,0.17,0.1,0.16,0.2,0.17,0.3,0.2,0.4,0.18,0.5,0.23,0.6,0.47,0.7,0.51,0.8,0.41,670.31,0,0.2,0.1,0.11,0.2,0.16,0.3,0.17,0.4,0.2,0.5,0.17,0.6,0.4,0.7,0.44,0.8,0.33,670.31,0,0.18,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.19,0.6,0.2,0.7,0.33,0.8,0.21,670.31,0,0.18,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.19,0.6,0.2,0.7,0.33,0.8,0.21,670.31,0,0.18,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.19,0.6,0.2,0.7,0.33,0.8,0.21,670.31,0,0.21,0.1,0.2,0.2,0.16,0.3,0.18,0.4,0.19,0.5,0.18,0.6,0.22,0.7,0.26,0.8,0.24,670.31,0,0.16,0.1,0.15,0.2,0.17,0.3,0.17,0.4,0.19,0.5,0.13,0.6,0.18,0.7,0.17,0.8,0.16,670.31,0,0.16,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.15,0.5,0.19,0.6,0.19,0.7,0.14,0.8,0.17
672.31,0,0.17,0.1,0.19,0.2,0.18,0.3,0.24,0.4,0.18,0.5,0.26,0.6,0.43,0.7,0.49,0.8,0.4,672.31,0,0.21,0.1,0.14,0.2,0.17,0.3,0.17,0.4,0.18,0.5,0.18,0.6,0.15,0.7,0.16,0.8,0.14,672.31,0,0.18,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.22,0.7,0.38,0.8,0.24,672.31,0,0.18,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.22,0.7,0.38,0.8,0.24,672.31,0,0.18,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.22,0.7,0.38,0.8,0.24,672.31,0,0.21,0.1,0.2,0.2,0.16,0.3,0.19,0.4,0.18,0.5,0.16,0.6,0.22,0.7,0.24,0.8,0.21,672.31,0,0.16,0.1,0.15,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.13,0.6,0.17,0.7,0.17,0.8,0.16,672.31,0,0.17,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.15,0.5,0.19,0.6,0.18,0.7,0.16,0.8,0.16
674.31,0,0.17,0.1,0.19,0.2,0.18,0.3,0.22,0.4,0.2,0.5,0.25,0.6,0.43,0.7,0.45,0.8,0.4,674.31,0,0.21,0.1,0.14,0.2,0.17,0.3,0.16,0.4,0.21,0.5,0.17,0.6,0.15,0.7,0.14,0.8,0.15,674.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.22,0.7,0.43,0.8,0.42,674.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.22,0.7,0.43,0.8,0.42,674.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.22,0.7,0.43,0.8,0.42,674.31,0,0.21,0.1,0.2,0.2,0.16,0.3,0.2,0.4,0.19,0.5,0.17,0.6,0.2,0.7,0.19,0.8,0.2,674.31,0,0.16,0.1,0.14,0.2,0.16,0.3,0.16,0.4,0.19,0.5,0.13,0.6,0.19,0.7,0.18,0.8,0.16,674.31,0,0.16,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.15,0.5,0.17,0.6,0.18,0.7,0.15,0.8,0.16
676.31,0,0.16,0.1,0.18,0.2,0.19,0.3,0.22,0.4,0.19,0.5,0.29,0.6,0.41,0.7,0.42,0.8,0.4,676.31,0,0.18,0.1,0.15,0.2,0.19,0.3,0.16,0.4,0.19,0.5,0.16,0.6,0.15,0.7,0.16,0.8,0.15,676.31,0,0.19,0.1,0.16,0.2,0.18,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.2,0.7,0.41,0.8,0.44,676.31,0,0.19,0.1,0.16,0.2,0.18,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.2,0.7,0.41,0.8,0.44,676.31,0,0.19,0.1,0.16,0.2,0.18,0.3,0.15,0.4,0.18,0.5,0.2,0.6,0.2,0.7,0.41,0.8,0.44,676.31,0,0.19,0.1,0.2,0.2,0.16,0.3,0.19,0.4,0.19,0.5,0.16,0.6,0.19,0.7,0.17,0.8,0.19,676.31,0,0.17,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.13,0.6,0.17,0.7,0.18,0.8,0.15,676.31,0,0.15,0.1,0.17,0.2,0.16,0.3,0.16,0.4,0.15,0.5,0.19,0.6,0.18,0.7,0.14,0.8,0.15
678.31,0,0.16,0.1,0.17,0.2,0.21,0.3,0.21,0.4,0.16,0.5,0.25,0.6,0.41,0.7,0.4,0.8,0.37,678.31,0,0.24,0.1,0.17,0.2,0.18,0.3,0.16,0.4,0.18,0.5,0.17,0.6,0.15,0.7,0.15,0.8,0.16,678.31,0,0.19,0.1,0.16,0.2,0.19,0.3,0.16,0.4,0.17,0.5,0.2,0.6,0.2,0.7,0.41,0.8,0.44,678.31,0,0.19,0.1,0.16,0.2,0.19,0.3,0.16,0.4,0.17,0.5,0.2,0.6,0.2,0.7,0.41,0.8,0.44,678.31,0,0.19,0.1,0.16,0.2,0.19,0.3,0.16,0.4,0.17,0.5,0.2,0.6,0.2,0.7,0.41,0.8,0.44,678.31,0,0.22,0.1,0.2,0.2,0.17,0.3,0.19,0.4,0.19,0.5,0.17,0.6,0.18,0.7,0.17,0.8,0.19,678.31,0,0.17,0.1,0.15,0.2,0.18,0.3,0.15,0.4,0.21,0.5,0.13,0.6,0.18,0.7,0.21,0.8,0.16,678.31,0,0.16,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.14,0.5,0.17,0.6,0.18,0.7,0.15,0.8,0.16
680.31,0,0.18,0.1,0.18,0.2,0.19,0.3,0.26,0.4,0.17,0.5,0.25,0.6,0.35,0.7,0.35,0.8,0.34,680.31,0,0.24,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.2,0.5,0.16,0.6,0.15,0.7,0.16,0.8,0.15,680.31,0,0.2,0.1,0.15,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.2,0.7,0.36,0.8,0.39,680.31,0,0.2,0.1,0.15,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.2,0.7,0.36,0.8,0.39,680.31,0,0.2,0.1,0.15,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.2,0.7,0.36,0.8,0.39,680.31,0,0.21,0.1,0.2,0.2,0.15,0.3,0.19,0.4,0.18,0.5,0.17,0.6,0.2,0.7,0.16,0.8,0.21,680.31,0,0.17,0.1,0.15,0.2,0.17,0.3,0.17,0.4,0.2,0.5,0.14,0.6,0.19,0.7,0.22,0.8,0.17,680.31,0,0.16,0.1,0.16,0.2,0.16,0.3,0.17,0.4,0.15,0.5,0.18,0.6,0.17,0.7,0.15,0.8,0.16
682.31,0,0.17,0.1,0.18,0.2,0.18,0.3,0.24,0.4,0.18,0.5,0.25,0.6,0.29,0.7,0.29,0.8,0.28,682.31,0,0.22,0.1,0.1,0.2,0.18,0.3,0.16,0.4,0.2,0.5,0.16,0.6,0.15,0.7,0.16,0.8,0.15,682.31,0,0.19,0.1,0.15,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.26,0.7,0.34,0.8,0.27,682.31,0,0.19,0.1,0.15,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.26,0.7,0.34,0.8,0.27,682.31,0,0.19,0.1,0.15,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.26,0.7,0.34,0.8,0.27,682.31,0,0.2,0.1,0.2,0.2,0.16,0.3,0.18,0.4,0.18,0.5,0.2,0.6,0.2,0.7,0.18,0.8,0.19,682.31,0,0.17,0.1,0.17,0.2,0.16,0.3,0.16,0.4,0.19,0.5,0.14,0.6,0.18,0.7,0.21,0.8,0.16,682.31,0,0.16,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.15,0.5,0.18,0.6,0.17,0.7,0.16,0.8,0.17
684.34,0,0.16,0.1,0.2,0.2,0.17,0.3,0.2,0.4,0.18,0.5,0.24,0.6,0.22,0.7,0.23,0.8,0.2,684.34,0,0.25,0.1,0.2,0.2,0.18,0.3,0.15,0.4,0.2,0.5,0.17,0.6,0.15,0.7,0.15,0.8,0.17,684.34,0,0.2,0.1,0.16,0.2,0.18,0.3,0.17,0.4,0.18,0.5,0.19,0.6,0.28,0.7,0.31,0.8,0.22,684.34,0,0.2,0.1,0.16,0.2,0.18,0.3,0.17,0.4,0.18,0.5,0.19,0.6,0.28,0.7,0.31,0.8,0.22,684.34,0,0.2,0.1,0.16,0.2,0.18,0.3,0.17,0.4,0.18,0.5,0.19,0.6,0.28,0.7,0.31,0.8,0.22,684.34,0,0.21,0.1,0.2,0.2,0.17,0.3,0.18,0.4,0.18,0.5,0.18,0.6,0.19,0.7,0.17,0.8,0.2,684.34,0,0.15,0.1,0.15,0.2,0.18,0.3,0.18,0.4,0.21,0.5,0.14,0.6,0.18,0.7,0.19,0.8,0.17,684.34,0,0.15,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.15,0.5,0.18,0.6,0.19,0.7,0.15,0.8,0.16
686.31,0,0.18,0.1,0.19,0.2,0.19,0.3,0.23,0.4,0.18,0.5,0.26,0.6,0.16,0.7,0.19,0.8,0.16,686.31,0,0.21,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.2,0.5,0.17,0.6,0.15,0.7,0.15,0.8,0.15,686.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.19,0.6,0.33,0.7,0.27,0.8,0.2,686.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.19,0.6,0.33,0.7,0.27,0.8,0.2,686.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.19,0.6,0.33,0.7,0.27,0.8,0.2,686.31,0,0.2,0.1,0.2,0.2,0.16,0.3,0.18,0.4,0.18,0.5,0.16,0.6,0.21,0.7,0.16,0.8,0.18,686.31,0,0.16,0.1,0.17,0.2,0.17,0.3,0.16,0.4,0.2,0.5,0.14,0.6,0.18,0.7,0.19,0.8,0.18,686.31,0,0.15,0.1,0.16,0.2,0.16,0.3,0.15,0.4,0.15,0.5,0.18,0.6,0.18,0.7,0.16,0.8,0.15
688.35,0,0.18,0.1,0.18,0.2,0.19,0.3,0.22,0.4,0.16,0.5,0.24,0.6,0.15,0.7,0.16,0.8,0.14,688.35,0,0.2,0.1,0.18,0.2,0.18,0.3,0.16,0.4,0.19,0.5,0.17,0.6,0.15,0.7,0.15,0.8,0.16,688.35,0,0.2,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.3,0.7,0.25,0.8,0.19,688.35,0,0.2,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.3,0.7,0.25,0.8,0.19,688.35,0,0.2,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.3,0.7,0.25,0.8,0.19,688.35,0,0.19,0.1,0.2,0.2,0.17,0.3,0.19,0.4,0.18,0.5,0.16,0.6,0.21,0.7,0.16,0.8,0.2,688.35,0,0.16,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.19,0.5,0.14,0.6,0.2,0.7,0.17,0.8,0.22,688.35,0,0.16,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.15,0.5,0.19,0.6,0.19,0.7,0.15,0.8,0.15
690.31,0,0.17,0.1,0.19,0.2,0.18,0.3,0.22,0.4,0.19,0.5,0.3,0.6,0.13,0.7,0.14,0.8,0.13,690.31,0,0.24,0.1,0.13,0.2,0.18,0.3,0.16,0.4,0.19,0.5,0.16,0.6,0.15,0.7,0.15,0.8,0.17,690.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.3,0.7,0.2,0.8,0.19,690.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.3,0.7,0.2,0.8,0.19,690.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.19,0.6,0.3,0.7,0.2,0.8,0.19,690.31,0,0.19,0.1,0.2,0.2,0.16,0.3,0.18,0.4,0.18,0.5,0.18,0.6,0.21,0.7,0.16,0.8,0.2,690.31,0,0.16,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.2,0.5,0.14,0.6,0.2,0.7,0.17,0.8,0.25,690.31,0,0.16,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.15,0.5,0.17,0.6,0.18,0.7,0.17,0.8,0.16
692.31,0,0.17,0.1,0.18,0.2,0.18,0.3,0.28,0.4,0.15,0.5,0.26,0.6,0.13,0.7,0.13,0.8,0.12,692.31,0,0.22,0.1,0.12,0.2,0.17,0.3,0.17,0.4,0.2,0.5,0.17,0.6,0.15,0.7,0.15,0.8,0.15,692.31,0,0.19,0.1,0.17,0.2,0.16,0.3,0.16,0.4,0.19,0.5,0.19,0.6,0.27,0.7,0.19,0.8,0.18,692.31,0,0.19,0.1,0.17,0.2,0.16,0.3,0.16,0.4,0.19,0.5,0.19,0.6,0.27,0.7,0.19,0.8,0.18,692.31,0,0.19,0.1,0.17,0.2,0.16,0.3,0.16,0.4,0.19,0.5,0.19,0.6,0.27,0.7,0.19,0.8,0.18,692.31,0,0.2,0.1,0.2,0.2,0.15,0.3,0.18,0.4,0.18,0.5,0.16,0.6,0.19,0.7,0.15,0.8,0.2,692.31,0,0.16,0.1,0.16,0.2,0.18,0.3,0.16,0.4,0.19,0.5,0.14,0.6,0.19,0.7,0.16,0.8,0.26,692.31,0,0.16,0.1,0.17,0.2,0.16,0.3,0.14,0.4,0.15,0.5,0.17,0.6,0.2,0.7,0.17,0.8,0.18
694.32,0,0.17,0.1,0.18,0.2,0.18,0.3,0.21,0.4,0.17,0.5,0.22,0.6,0.12,0.7,0.12,0.8,0.13,694.32,0,0.18,0.1,0.08,0.2,0.15,0.3,0.17,0.4,0.19,0.5,0.16,0.6,0.15,0.7,0.15,0.8,0.16,694.32,0,0.19,0.1,0.18,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.18,0.6,0.21,0.7,0.17,0.8,0.19,694.32,0,0.19,0.1,0.18,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.18,0.6,0.21,0.7,0.17,0.8,0.19,694.32,0,0.19,0.1,0.18,0.2,0.16,0.3,0.16,0.4,0.18,0.5,0.18,0.6,0.21,0.7,0.17,0.8,0.19,694.32,0,0.19,0.1,0.2,0.2,0.16,0.3,0.19,0.4,0.19,0.5,0.16,0.6,0.19,0.7,0.16,0.8,0.2,694.32,0,0.15,0.1,0.15,0.2,0.16,0.3,0.15,0.4,0.19,0.5,0.13,0.6,0.18,0.7,0.17,0.8,0.22,694.32,0,0.16,0.1,0.16,0.2,0.17,0.3,0.15,0.4,0.15,0.5,0.17,0.6,0.2,0.7,0.15,0.8,0.17
696.31,0,0.17,0.1,0.17,0.2,0.18,0.3,0.24,0.4,0.18,0.5,0.27,0.6,0.12,0.7,0.12,0.8,0.13,696.31,0,0.2,0.1,0.15,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.16,0.6,0.15,0.7,0.15,0.8,0.16,696.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.17,0.4,0.2,0.5,0.19,0.6,0.2,0.7,0.18,0.8,0.19,696.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.17,0.4,0.2,0.5,0.19,0.6,0.2,0.7,0.18,0.8,0.19,696.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.17,0.4,0.2,0.5,0.19,0.6,0.2,0.7,0.18,0.8,0.19,696.31,0,0.21,0.1,0.2,0.2,0.16,0.3,0.18,0.4,0.19,0.5,0.16,0.6,0.2,0.7,0.16,0.8,0.22,696.31,0,0.16,0.1,0.16,0.2,0.16,0.3,0.17,0.4,0.2,0.5,0.14,0.6,0.18,0.7,0.16,0.8,0.2,696.31,0,0.15,0.1,0.17,0.2,0.16,0.3,0.16,0.4,0.14,0.5,0.17,0.6,0.19,0.7,0.16,0.8,0.15
698.31,0,0.19,0.1,0.18,0.2,0.19,0.3,0.23,0.4,0.17,0.5,0.22,0.6,0.11,0.7,0.12,0.8,0.12,698.31,0,0.15,0.1,0.12,0.2,0.17,0.3,0.16,0.4,0.2,0.5,0.18,0.6,0.15,0.7,0.16,0.8,0.17,698.31,0,0.19,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.17,0.5,0.18,0.6,0.19,0.7,0.16,0.8,0.2,698.31,0,0.19,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.17,0.5,0.18,0.6,0.19,0.7,0.16,0.8,0.2,698.31,0,0.19,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.17,0.5,0.18,0.6,0.19,0.7,0.16,0.8,0.2,698.31,0,0.2,0.1,0.2,0.2,0.17,0.3,0.18,0.4,0.18,0.5,0.19,0.6,0.22,0.7,0.16,0.8,0.26,698.31,0,0.17,0.1,0.15,0.2,0.16,0.3,0.16,0.4,0.19,0.5,0.13,0.6,0.19,0.7,0.16,0.8,0.18,698.31,0,0.15,0.1,0.17,0.2,0.16,0.3,0.15,0.4,0.15,0.5,0.17,0.6,0.2,0.7,0.15,0.8,0.15
700.31,0,0.18,0.1,0.17,0.2,0.16,0.3,0.23,0.4,0.18,0.5,0.24,0.6,0.11,0.7,0.11,0.8,0.12,700.31,0,0.18,0.1,0.16,0.2,0.17,0.3,0.17,0.4,0.21,0.5,0.18,0.6,0.14,0.7,0.15,0.8,0.16,700.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.19,0.6,0.17,0.7,0.16,0.8,0.19,700.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.19,0.6,0.17,0.7,0.16,0.8,0.19,700.31,0,0.19,0.1,0.17,0.2,0.17,0.3,0.15,0.4,0.18,0.5,0.19,0.6,0.17,0.7,0.16,0.8,0.19,700.31,0,0.2,0.1,0.2,0.2,0.17,0.3,0.19,0.4,0.18,0.5,0.16,0.6,0.24,0.7,0.16,0.8,0.3,700.31,0,0.17,0.1,0.16,0.2,0.17,0.3,0.17,0.4,0.19,0.5,0.14,0.6,0.19,0.7,0.16,0.8,0.16,700.31,0,0.15,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.15,0.5,0.19,0.6,0.19,0.7,0.15,0.8,0.15
702.31,0,0.17,0.1,0.19,0.2,0.17,0.3,0.25,0.4,0.19,0.5,0.2,0.6,0.12,0.7,0.11,0.8,0.12,702.31,0,0.21,0.1,0.1,0.2,0.17,0.3,0.16,0.4,0.19,0.5,0.17,0.6,0.16,0.7,0.15,0.8,0.15,702.31,0,0.18,0.1,0.17,0.2,0.16,0.3,0.15,0.4,0.18,0.5,0.19,0.6,0.19,0.7,0.17,0.8,0.2,702.31,0,0.18,0.1,0.17,0.2,0.16,0.3,0.15,0.4,0.18,0.5,0.19,0.6,0.19,0.7,0.17,0.8,0.2,702.31,0,0.18,0.1,0.17,0.2,0.16,0.3,0.15,0.4,0.18,0.5,0.19,0.6,0.19,0.7,0.17,0.8,0.2,702.31,0,0.21,0.1,0.2,0.2,0.16,0.3,0.2,0.4,0.19,0.5,0.17,0.6,0.34,0.7,0.16,0.8,0.3,702.31,0,0.16,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.2,0.5,0.14,0.6,0.19,0.7,0.17,0.8,0.17,702.31,0,0.16,0.1,0.15,0.2,0.16,0.3,0.15,0.4,0.14,0.5,0.18,0.6,0.2,0.7,0.15,0.8,0.17
704.31,0,0.18,0.1,0.19,0.2,0.18,0.3,0.26,0.4,0.17,0.5,0.23,0.6,0.12,0.7,0.12,0.8,0.12,704.31,0,0.24,0.1,0.14,0.2,0.17,0.3,0.16,0.4,0.2,0.5,0.18,0.6,0.16,0.7,0.16,0.8,0.15,704.31,0,0.19,0.1,0.16,0.2,0.16,0.3,0.15,0.4,0.19,0.5,0.18,0.6,0.18,0.7,0.16,0.8,0.18,704.31,0,0.19,0.1,0.16,0.2,0.16,0.3,0.15,0.4,0.19,0.5,0.18,0.6,0.18,0.7,0.16,0.8,0.18,704.31,0,0.19,0.1,0.16,0.2,0.16,0.3,0.15,0.4,0.19,0.5,0.18,0.6,0.18,0.7,0.16,0.8,0.18,704.31,0,0.2,0.1,0.2,0.2,0.16,0.3,0.19,0.4,0.18,0.5,0.18,0.6,0.33,0.7,0.15,0.8,0.25,704.31,0,0.16,0.1,0.16,0.2,0.16,0.3,0.17,0.4,0.2,0.5,0.14,0.6,0.17,0.7,0.16,0.8,0.16,704.31,0,0.16,0.1,0.16,0.2,0.16,0.3,0.14,0.4,0.14,0.5,0.18,0.6,0.18,0.7,0.14,0.8,0.17
706.31,0,0.17,0.1,0.19,0.2,0.17,0.3,0.23,0.4,0.17,0.5,0.27,0.6,0.11,0.7,0.12,0.8,0.11,706.31,0,0.22,0.1,0.2,0.2,0.19,0.3,0.16,0.4,0.19,0.5,0.16,0.6,0.15,0.7,0.14,0.8,0.16,706.31,0,0.18,0.1,0.16,0.2,0.18,0.3,0.16,0.4,0.19,0.5,0.18,0.6,0.21,0.7,0.18,0.8,0.19,706.31,0,0.18,0.1,0.16,0.2,0.18,0.3,0.16,0.4,0.19,0.5,0.18,0.6,0.21,0.7,0.18,0.8,0.19,706.31,0,0.18,0.1,0.16,0.2,0.18,0.3,0.16,0.4,0.19,0.5,0.18,0.6,0.21,0.7,0.18,0.8,0.19,706.31,0,0.21,0.1,0.2,0.2,0.16,0.3,0.19,0.4,0.19,0.5,0.16,0.6,0.31,0.7,0.18,0.8,0.28,706.31,0,0.16,0.1,0.15,0.2,0.15,0.3,0.16,0.4,0.2,0.5,0.14,0.6,0.19,0.7,0.16,0.8,0.16,706.31,0,0.15,0.1,0.16,0.2,0.16,0.3,0.16,0.4,0.14,0.5,0.18,0.6,0.17,0.7,0.16,0.8,0.15
708.31,0,0.17,0.1,0.18,0.2,0.2,0.3,0.22,0.4,0.17,0.5,0.24,0.6,0.12,0.7,0.12,0.8,0.13,708.31,0,0.23,0.1,0.13,0.2,0.17,0.3,0.16,0.4,0.19,0.5,0.16,0.6,0.17,0.7,0.15,0.8,0.17,708.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.17,0.6,0.23,0.7,0.21,0.8,0.18,708.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.17,0.6,0.23,0.7,0.21,0.8,0.18,708.31,0,0.19,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.17,0.5,0.17,0.6,0.23,0.7,0.21,0.8,0.18,708.31,0,0.22,0.1,0.2,0.2,0.16,0.3,0.19,0.4,0.18,0.5,0.16,0.6,0.28,0.7,0.15,0.8,0.23,708.31,0,0.16,0.1,0.15,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.13,0.6,0.19,0.7,0.17,0.8,0.16,708.31,0,0.16,0.1,0.17,0.2,0.14,0.3,0.15,0.4,0.14,0.5,0.18,0.6,0.2,0.7,0.15,0.8,0.16
710.33,0,0.16,0.1,0.19,0.2,0.19,0.3,0.26,0.4,0.15,0.5,0.26,0.6,0.12,0.7,0.13,0.8,0.12,710.33,0,0.23,0.1,0.13,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.17,0.6,0.16,0.7,0.14,0.8,0.15,710.33,0,0.18,0.1,0.18,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.2,0.6,0.21,0.7,0.3,0.8,0.18,710.33,0,0.18,0.1,0.18,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.2,0.6,0.21,0.7,0.3,0.8,0.18,710.33,0,0.18,0.1,0.18,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.2,0.6,0.21,0.7,0.3,0.8,0.18,710.33,0,0.21,0.1,0.2,0.2,0.17,0.3,0.18,0.4,0.17,0.5,0.16,0.6,0.24,0.7,0.16,0.8,0.24,710.33,0,0.16,0.1,0.16,0.2,0.17,0.3,0.16,0.4,0.18,0.5,0.14,0.6,0.19,0.7,0.16,0.8,0.16,710.33,0,0.16,0.1,0.18,0.2,0.15,0.3,0.15,0.4,0.15,0.5,0.17,0.6,0.2,0.7,0.14,0.8,0.16
