A01	1	848	2	0.000114905
A01	1	3555	10	2.38518e-05
A01	1	984	5	0.000323804
A01	1	1086	8	0.000798678
A01	1	3605	4	6.72011e-05
A01	1	2047	3	2.27525e-05
A01	1	533	1	5.96092e-06
A01	1	1173	1	6.31347e-06
A01	1	1140	5	0.000128417
A01	1	296	1	0.000814239
A01	1	317	1	0.000253573
A01	1	1631	3	1.55831e-05
A01	1	2886	27	0.00073807
A01	1	960	3	6.29384e-05
A01	1	3606	27	0.000462048
A01	1	2042	20	0.00165874
A01	1	2321	1	1.36691e-06
A01	1	2914	3	1.12563e-05
A01	1	2944	6	3.56096e-05
A01	1	2661	1	3.57653e-06
A01	1	4686	26	0.000609227
A01	1	1321	4	4.01152e-05
A01	1	2588	1	3.26889e-06
A01	1	1545	5	0.000175632
A01	1	1876	16	0.00122595
A01	1	670	7	0.000973524
A01	1	419	1	7.5866e-06
A01	1	765	11	0.00145718
A01	1	501	1	0.000126818
A01	1	4639	21	0.000164931
A01	1	1275	7	8.58215e-05
A01	1	3584	26	0.000499884
A01	1	2154	1	2.45489e-06
A01	1	14789	78	0.000323076
A01	1	1511	2	2.52126e-05
A01	1	2735	10	0.000359129
A01	1	1695	19	0.00107552
A01	1	575	2	4.42629e-05
A01	1	749	4	6.10048e-05
A01	1	1169	2	1.1775e-05
A01	1	1073	3	8.89108e-06
A01	1	386	1	1.92182e-05
A01	1	4058	19	0.000380723
A01	1	2478	10	0.000230956
A01	1	2290	11	0.000864754
A01	1	2704	3	2.11314e-05
A01	1	2460	18	0.000818536
A01	1	2195	25	0.00140359
A01	1	1308	15	0.000711032
A01	1	1228	1	7.75356e-06
A01	1	751	1	2.25497e-05
A01	1	1269	5	0.000401508
A01	1	872	3	3.77014e-05
A01	1	1094	1	4.83562e-06
A01	1	2036	10	0.00013598
A01	1	535	1	5.93859e-06
A01	1	830	7	0.000377841
A01	1	5068	12	4.55679e-05
A01	1	661	3	9.47561e-05
A01	1	2519	26	0.00155626
A01	1	1216	3	2.35284e-05
A01	1	1382	13	0.00104548
A01	1	1758	13	0.000476461
A01	1	539	3	0.000126113
A01	1	1939	7	0.000105484
A01	1	2796	9	0.000178435
A01	1	1555	4	3.67915e-05
A01	1	1737	6	0.000187276
A01	1	5312	18	0.000234583
A01	1	1928	17	0.00154972
A01	1	875	10	0.00071289
A01	1	1796	3	4.12689e-06
A01	1	3219	8	0.000111518
A01	1	682	6	0.00176019
A01	1	744	4	0.000118467
A01	1	2470	14	0.000500907
A01	1	1202	1	7.9212e-06
A01	1	1127	6	0.000858759
A01	1	1164	1	9.08926e-07
A01	1	557	5	0.000416525
A01	1	3005	1	1.75945e-06
A01	1	1571	18	0.000793796
A01	1	3518	4	8.42267e-06
A01	1	1174	8	0.000488343
A01	1	728	2	3.78467e-05
A01	1	1487	15	0.000804026
A01	1	3214	1	6.57989e-06
A01	1	2986	3	1.09851e-05
A01	1	2740	23	0.000999215
A01	1	1756	7	0.000115319
A01	1	2439	21	0.000705313
A01	1	1145	14	0.00199778
A01	1	3116	31	0.00161546
A01	1	1380	1	2.29966e-06
A01	1	622	5	0.000644495
A01	1	1033	2	0.000249688
A01	1	1763	5	0.000220392
A01	1	2277	15	0.00120313
A01	1	2399	6	4.90153e-05
A01	1	1734	17	0.000334746
A01	1	740	4	0.000387334
A01	1	1655	14	0.00113466
A01	1	2455	14	0.000561078
A01	1	1601	5	0.000281213
A01	1	1411	5	6.53694e-05
A01	1	1821	6	4.01822e-05
A01	1	2325	24	0.00132382
A01	1	2039	32	0.00239736
A01	1	873	10	0.000651119
A01	1	1331	5	0.000411156
A01	1	2431	25	0.00144909
A01	1	1830	9	9.16888e-05
A01	1	6112	36	0.000564209
A01	1	677	6	0.000369816
A01	1	3407	11	0.00028879
A01	1	4371	7	7.1155e-05
A01	1	1377	6	9.17286e-05
A01	1	2228	18	0.000536735
A01	1	1675	1	3.15733e-06
A01	1	1753	1	4.82682e-06
A01	1	2087	6	1.21908e-05
A01	1	2001	9	0.000557216
A01	1	3341	3	1.14002e-05
A01	1	2582	3	0.000173311
A01	1	724	9	0.00249305
A01	1	2317	14	0.000244783
A01	1	3969	29	0.00109653
A01	1	986	8	0.00111737
A01	1	1507	2	1.68565e-05
A01	1	2379	1	4.44526e-07
A01	1	1795	1	5.89232e-07
A01	1	2193	15	0.000569514
A01	1	587	2	9.02423e-05
A01	1	2140	2	3.9522e-05
A01	1	1064	1	9.94432e-07
A01	1	1594	8	0.000146557
A01	1	2830	26	0.000722467
A01	1	1000	1	1.37545e-05
A01	1	2696	22	0.000645188
A01	1	1936	13	0.000444366
A01	1	2307	2	3.66881e-06
A01	1	2360	2	3.58634e-06
A01	1	2450	6	3.50315e-05
A01	1	2093	13	0.00047162
A01	1	1264	7	0.000272968
A01	1	1143	3	1.39086e-05
A01	1	2540	22	0.000317155
A01	1	1513	13	0.000521384
A01	1	1911	10	0.00032043
A01	1	1157	3	2.10661e-05
A01	1	6731	6	5.18708e-06
A01	1	1306	11	0.000188421
A01	1	1285	10	0.000189763
A01	1	1758	7	4.40616e-05
A01	1	527	6	0.00129685
A01	1	2370	18	0.000584859
A01	1	3448	23	0.00115267
A01	1	5248	20	0.000174969
A01	1	2124	8	4.84486e-05
A01	1	1102	1	9.6011e-07
A01	1	1091	16	0.00124522
A01	1	902	8	0.000797009
A01	1	2062	9	8.64823e-05
A01	1	1315	12	0.000937685
A01	1	3640	6	1.77434e-05
A01	1	1721	14	0.000532863
A01	1	3146	21	0.000162237
A01	1	1669	4	2.22199e-05
A01	1	2282	5	0.00011462
A01	1	1952	23	0.000956915
A01	1	1224	4	9.61503e-05
A01	1	2549	1	6.63776e-06
A01	1	1381	5	1.15231e-05
A01	1	2596	3	1.14144e-05
A01	1	2395	6	5.21953e-05
A01	1	1473	15	0.000769714
A01	1	4197	27	0.000291471
A01	1	1402	8	0.000731736
A01	1	2550	3	8.30043e-06
A01	1	5324	1	1.39011e-06
A01	1	2611	9	0.000112845
A01	1	1230	2	6.88646e-06
A01	1	928	3	2.17107e-05
A01	1	3197	29	0.00158606
A01	1	4043	5	5.2356e-06
A01	1	4045	38	0.000778597
A01	1	7686	30	0.00017262
A01	1	1320	1	1.60277e-05
A01	1	2625	12	0.000609643
A01	1	775	8	0.000359827
